condition,layer,k,branch,chain,level,pr
refinement,0,11,deflate_top11,apartment_building,1,5.099881427068155
refinement,0,11,deflate_top11,apartment_building,2,5.839245696830767
refinement,0,11,deflate_top11,apartment_building,3,4.43379005170935
refinement,0,11,deflate_top11,apartment_building,4,4.383208901029492
refinement,0,11,deflate_top11,emergency_vehicle,0,5.777633243832482
refinement,0,11,deflate_top11,emergency_vehicle,1,4.953589341699814
refinement,0,11,deflate_top11,emergency_vehicle,2,5.320439169613514
refinement,0,11,deflate_top11,emergency_vehicle,3,5.714234327394732
refinement,0,11,deflate_top11,emergency_vehicle,4,5.61128248945414
refinement,0,11,deflate_top11,employment_agreement,0,4.388123746539674
refinement,0,11,deflate_top11,employment_agreement,1,5.201341755550912
refinement,0,11,deflate_top11,employment_agreement,2,5.389710258050683
refinement,0,11,deflate_top11,employment_agreement,3,5.654316278178215
refinement,0,11,deflate_top11,employment_agreement,4,4.486107529514857
refinement,0,11,deflate_top11,forensic_hospital,0,5.33445644789791
refinement,0,11,deflate_top11,forensic_hospital,1,5.025506577513888
refinement,0,11,deflate_top11,forensic_hospital,2,5.602157375140151
refinement,0,11,deflate_top11,forensic_hospital,3,4.878975106899102
refinement,0,11,deflate_top11,forensic_hospital,4,5.38354658197308
refinement,0,11,deflate_top11,graph_database,0,5.069356857689794
refinement,0,11,deflate_top11,graph_database,1,5.362085313939822
refinement,0,11,deflate_top11,graph_database,2,5.094200013020162
refinement,0,11,deflate_top11,graph_database,3,4.9180805351453705
refinement,0,11,deflate_top11,graph_database,4,5.191741392303245
refinement,0,11,deflate_top11,hiking_boot,0,4.890738091153375
refinement,0,11,deflate_top11,hiking_boot,1,3.731806236873988
refinement,0,11,deflate_top11,hiking_boot,2,5.262833072029988
refinement,0,11,deflate_top11,hiking_boot,3,5.653107034850443
refinement,0,11,deflate_top11,hiking_boot,4,4.886154817315212
refinement,0,11,deflate_top11,medical_consent,0,5.1064986420359
refinement,0,11,deflate_top11,medical_consent,1,4.8024708035633425
refinement,0,11,deflate_top11,medical_consent,2,5.555182785135253
refinement,0,11,deflate_top11,medical_consent,3,4.566630735291002
refinement,0,11,deflate_top11,medical_consent,4,4.86176136783614
refinement,0,11,deflate_top11,refugee_shelter,0,5.15515032608389
refinement,0,11,deflate_top11,refugee_shelter,1,5.170134844496636
refinement,0,11,deflate_top11,refugee_shelter,2,5.250796728121464
refinement,0,11,deflate_top11,refugee_shelter,3,5.6094292294838
refinement,0,11,deflate_top11,refugee_shelter,4,5.369832419137107
refinement,0,11,deflate_top11,rescue_drone,0,5.284996102361367
refinement,0,11,deflate_top11,rescue_drone,1,5.531812224468623
refinement,0,11,deflate_top11,rescue_drone,2,5.721408013989514
refinement,0,11,deflate_top11,rescue_drone,3,5.6705121726209935
refinement,0,11,deflate_top11,rescue_drone,4,5.543076203134797
refinement,0,11,deflate_top11,research_university,0,5.048446235638099
refinement,0,11,deflate_top11,research_university,1,5.538801590545389
refinement,0,11,deflate_top11,research_university,2,5.402965861637467
refinement,0,11,deflate_top11,research_university,3,5.689816133268414
refinement,0,11,deflate_top11,research_university,4,5.431046482110597
refinement,0,12,deflate_top12,apartment_building,0,4.708402151621058
refinement,0,12,deflate_top12,apartment_building,1,5.050306742135038
refinement,0,12,deflate_top12,apartment_building,2,5.80483119030582
refinement,0,12,deflate_top12,apartment_building,3,4.417914554766531
refinement,0,12,deflate_top12,apartment_building,4,4.396137499299811
refinement,0,12,deflate_top12,emergency_vehicle,0,5.719747908771426
refinement,0,12,deflate_top12,emergency_vehicle,1,4.849486573942055
refinement,0,12,deflate_top12,emergency_vehicle,2,5.317795701416221
refinement,0,12,deflate_top12,emergency_vehicle,3,5.708363534168671
refinement,0,12,deflate_top12,emergency_vehicle,4,5.695248640344311
refinement,0,12,deflate_top12,employment_agreement,0,4.257427799904344
refinement,0,12,deflate_top12,employment_agreement,1,5.250777164657697
refinement,0,12,deflate_top12,employment_agreement,2,5.559573884268309
refinement,0,12,deflate_top12,employment_agreement,3,5.630927941895134
refinement,0,12,deflate_top12,employment_agreement,4,4.565478957046863
refinement,0,12,deflate_top12,forensic_hospital,0,5.309791425842541
refinement,0,12,deflate_top12,forensic_hospital,1,5.006669772515184
refinement,0,12,deflate_top12,forensic_hospital,2,5.594819033109384
refinement,0,12,deflate_top12,forensic_hospital,3,4.880522707538432
refinement,0,12,deflate_top12,forensic_hospital,4,5.422222265595114
refinement,0,12,deflate_top12,graph_database,0,5.044210201798321
refinement,0,12,deflate_top12,graph_database,1,5.322599812136779
refinement,0,12,deflate_top12,graph_database,2,5.080853438501854
refinement,0,12,deflate_top12,graph_database,3,4.891368372700824
refinement,0,12,deflate_top12,graph_database,4,5.138294759067268
refinement,0,12,deflate_top12,hiking_boot,0,4.703926133836994
refinement,0,12,deflate_top12,hiking_boot,1,3.7160302770709794
refinement,0,12,deflate_top12,hiking_boot,2,5.212330199284395
refinement,0,12,deflate_top12,hiking_boot,3,5.620591208666409
refinement,0,12,deflate_top12,hiking_boot,4,4.843521728636585
refinement,0,12,deflate_top12,medical_consent,0,4.992235245999548
refinement,0,12,deflate_top12,medical_consent,1,4.750597847246985
refinement,0,12,deflate_top12,medical_consent,2,5.562644423713282
refinement,0,12,deflate_top12,medical_consent,3,4.541905956100598
refinement,0,12,deflate_top12,medical_consent,4,4.815162097217213
refinement,0,12,deflate_top12,refugee_shelter,0,5.184284500292175
refinement,0,12,deflate_top12,refugee_shelter,1,5.124248202897825
refinement,0,12,deflate_top12,refugee_shelter,2,5.267063673135424
refinement,0,12,deflate_top12,refugee_shelter,3,5.662296050370401
refinement,0,12,deflate_top12,refugee_shelter,4,5.347408805098043
refinement,0,12,deflate_top12,rescue_drone,0,5.4501239854961865
refinement,0,12,deflate_top12,rescue_drone,1,5.508807343276356
refinement,0,12,deflate_top12,rescue_drone,2,5.704931616489306
refinement,0,12,deflate_top12,rescue_drone,3,5.631152669808625
refinement,0,12,deflate_top12,rescue_drone,4,5.440399618597528
refinement,0,12,deflate_top12,research_university,0,4.946212675929104
refinement,0,12,deflate_top12,research_university,1,5.514793051553662
refinement,0,12,deflate_top12,research_university,2,5.390012642720468
refinement,0,12,deflate_top12,research_university,3,5.673607176530736
refinement,0,12,deflate_top12,research_university,4,5.463854968942366
refinement,0,13,deflate_top13,apartment_building,0,4.566933787792196
refinement,0,13,deflate_top13,apartment_building,1,5.057577985538417
refinement,0,13,deflate_top13,apartment_building,2,5.808189471598839
refinement,0,13,deflate_top13,apartment_building,3,4.407097477989186
refinement,0,13,deflate_top13,apartment_building,4,4.387476926929589
refinement,0,13,deflate_top13,emergency_vehicle,0,5.581729627430886
refinement,0,13,deflate_top13,emergency_vehicle,1,4.8492141320118956
refinement,0,13,deflate_top13,emergency_vehicle,2,5.328092803338148
refinement,0,13,deflate_top13,emergency_vehicle,3,5.730362250428764
refinement,0,13,deflate_top13,emergency_vehicle,4,5.68515246254782
refinement,0,13,deflate_top13,employment_agreement,0,4.159103191542185
refinement,0,13,deflate_top13,employment_agreement,1,5.251200780467846
refinement,0,13,deflate_top13,employment_agreement,2,5.580011140652956
refinement,0,13,deflate_top13,employment_agreement,3,5.634718407389336
refinement,0,13,deflate_top13,employment_agreement,4,4.604218477501062
refinement,0,13,deflate_top13,forensic_hospital,0,5.2512281945347095
refinement,0,13,deflate_top13,forensic_hospital,1,5.028689758016943
refinement,0,13,deflate_top13,forensic_hospital,2,5.604319844785444
refinement,0,13,deflate_top13,forensic_hospital,3,4.901394607394595
refinement,0,13,deflate_top13,forensic_hospital,4,5.41695662045939
refinement,0,13,deflate_top13,graph_database,0,4.967317175200054
refinement,0,13,deflate_top13,graph_database,1,5.324415828322389
refinement,0,13,deflate_top13,graph_database,2,5.068851224983258
refinement,0,13,deflate_top13,graph_database,3,4.890953150687166
refinement,0,13,deflate_top13,graph_database,4,5.1532004183783435
refinement,0,13,deflate_top13,hiking_boot,0,4.676694927359157
refinement,0,13,deflate_top13,hiking_boot,1,3.788961864669886
refinement,0,13,deflate_top13,hiking_boot,2,5.326053096339319
refinement,0,13,deflate_top13,hiking_boot,3,5.651021059323207
refinement,0,13,deflate_top13,hiking_boot,4,4.872101116088274
refinement,0,13,deflate_top13,medical_consent,0,5.051225374488297
refinement,0,13,deflate_top13,medical_consent,1,4.732886429060993
refinement,0,13,deflate_top13,medical_consent,2,5.50824183059172
refinement,0,13,deflate_top13,medical_consent,3,4.531789025747245
refinement,0,13,deflate_top13,medical_consent,4,4.816930537269844
refinement,0,13,deflate_top13,refugee_shelter,0,5.121974257555908
refinement,0,13,deflate_top13,refugee_shelter,1,5.11926878110573
refinement,0,13,deflate_top13,refugee_shelter,2,5.278771622968469
refinement,0,13,deflate_top13,refugee_shelter,3,5.660331116617665
refinement,0,13,deflate_top13,refugee_shelter,4,5.354658674801818
refinement,0,13,deflate_top13,rescue_drone,0,5.393865969466179
refinement,0,13,deflate_top13,rescue_drone,1,5.550626335176375
refinement,0,13,deflate_top13,rescue_drone,2,5.697452490103092
refinement,0,13,deflate_top13,rescue_drone,3,5.628943282481145
refinement,0,13,deflate_top13,rescue_drone,4,5.453682114541477
refinement,0,13,deflate_top13,research_university,0,4.849475478724839
refinement,0,13,deflate_top13,research_university,1,5.490816805985972
refinement,0,13,deflate_top13,research_university,2,5.325977412074904
refinement,0,13,deflate_top13,research_university,3,5.624594121074861
refinement,0,13,deflate_top13,research_university,4,5.523535900926088
refinement,0,14,deflate_top14,apartment_building,0,4.199282037824054
refinement,0,14,deflate_top14,apartment_building,1,5.069505022446723
refinement,0,14,deflate_top14,apartment_building,2,5.751808998612362
refinement,0,14,deflate_top14,apartment_building,3,4.387616585262684
refinement,0,14,deflate_top14,apartment_building,4,4.37982355281539
refinement,0,14,deflate_top14,emergency_vehicle,0,5.141531672359845
refinement,0,14,deflate_top14,emergency_vehicle,1,4.846292901006621
refinement,0,14,deflate_top14,emergency_vehicle,2,5.324942805079383
refinement,0,14,deflate_top14,emergency_vehicle,3,5.732462361419528
refinement,0,14,deflate_top14,emergency_vehicle,4,5.669169614303405
refinement,0,14,deflate_top14,employment_agreement,0,3.7866490446724015
refinement,0,14,deflate_top14,employment_agreement,1,5.2233621856191315
refinement,0,14,deflate_top14,employment_agreement,2,5.5781111685477045
refinement,0,14,deflate_top14,employment_agreement,3,5.63714679213598
refinement,0,14,deflate_top14,employment_agreement,4,4.635310482843899
refinement,0,14,deflate_top14,forensic_hospital,0,4.73090672075257
refinement,0,14,deflate_top14,forensic_hospital,1,4.98693813243998
refinement,0,14,deflate_top14,forensic_hospital,2,5.520635567044137
refinement,0,14,deflate_top14,forensic_hospital,3,4.94729788288839
refinement,0,14,deflate_top14,forensic_hospital,4,5.479621008017713
refinement,0,14,deflate_top14,graph_database,0,4.684688264476198
refinement,0,14,deflate_top14,graph_database,1,5.302150637920613
refinement,0,14,deflate_top14,graph_database,2,5.052145033772561
refinement,0,14,deflate_top14,graph_database,3,4.883267274580657
refinement,0,14,deflate_top14,graph_database,4,5.140234383531559
refinement,0,14,deflate_top14,hiking_boot,0,4.310127741085045
refinement,0,14,deflate_top14,hiking_boot,1,3.8651013568448622
refinement,0,14,deflate_top14,hiking_boot,2,5.340040691762207
refinement,0,14,deflate_top14,hiking_boot,3,5.652552707000641
refinement,0,14,deflate_top14,hiking_boot,4,4.854844400109468
refinement,0,14,deflate_top14,medical_consent,0,4.679036405378893
refinement,0,14,deflate_top14,medical_consent,1,4.705127431607416
refinement,0,14,deflate_top14,medical_consent,2,5.5347867160927695
refinement,0,14,deflate_top14,medical_consent,3,4.529621341617257
refinement,0,14,deflate_top14,medical_consent,4,4.787331858570081
refinement,0,14,deflate_top14,refugee_shelter,0,4.763288381202673
refinement,0,14,deflate_top14,refugee_shelter,1,5.101522093486227
refinement,0,14,deflate_top14,refugee_shelter,2,5.241362136172122
refinement,0,14,deflate_top14,refugee_shelter,3,5.689999323138259
refinement,0,14,deflate_top14,refugee_shelter,4,5.377065931776877
refinement,0,14,deflate_top14,rescue_drone,0,4.965832707385853
refinement,0,14,deflate_top14,rescue_drone,1,5.546274440174697
refinement,0,14,deflate_top14,rescue_drone,2,5.679571768600211
refinement,0,14,deflate_top14,rescue_drone,3,5.6168726269301095
refinement,0,14,deflate_top14,rescue_drone,4,5.437598705518494
refinement,0,14,deflate_top14,research_university,0,4.306248567417393
refinement,0,14,deflate_top14,research_university,1,5.461406373198351
refinement,0,14,deflate_top14,research_university,2,5.2975006195420615
refinement,0,14,deflate_top14,research_university,3,5.66195002261821
refinement,0,14,deflate_top14,research_university,4,5.645276859792931
refinement,0,15,deflate_top15,apartment_building,0,4.164562825315103
refinement,0,15,deflate_top15,apartment_building,1,5.038642514706483
refinement,0,15,deflate_top15,apartment_building,2,5.729373850613401
refinement,0,15,deflate_top15,apartment_building,3,4.384775213799869
refinement,0,15,deflate_top15,apartment_building,4,4.371541821400706
refinement,0,15,deflate_top15,emergency_vehicle,0,5.190995110004115
refinement,0,15,deflate_top15,emergency_vehicle,1,4.861418479712206
refinement,0,15,deflate_top15,emergency_vehicle,2,5.355463828425122
refinement,0,15,deflate_top15,emergency_vehicle,3,5.785933735651902
refinement,0,15,deflate_top15,emergency_vehicle,4,5.644646151170856
refinement,0,15,deflate_top15,employment_agreement,0,3.759700870402324
refinement,0,15,deflate_top15,employment_agreement,1,5.202707976662884
refinement,0,15,deflate_top15,employment_agreement,2,5.584494218638912
refinement,0,15,deflate_top15,employment_agreement,3,5.63901246773535
refinement,0,15,deflate_top15,employment_agreement,4,4.68121801913553
refinement,0,15,deflate_top15,forensic_hospital,0,4.697364325430561
refinement,0,15,deflate_top15,forensic_hospital,1,4.983514640921933
refinement,0,15,deflate_top15,forensic_hospital,2,5.516351894224807
refinement,0,15,deflate_top15,forensic_hospital,3,4.943977754844211
refinement,0,15,deflate_top15,forensic_hospital,4,5.491668374392885
refinement,0,15,deflate_top15,graph_database,0,4.669647450006973
refinement,0,15,deflate_top15,graph_database,1,5.29767661311222
refinement,0,15,deflate_top15,graph_database,2,5.048181366542965
refinement,0,15,deflate_top15,graph_database,3,4.871482687952526
refinement,0,15,deflate_top15,graph_database,4,5.122800433210651
refinement,0,15,deflate_top15,hiking_boot,0,4.270539276854262
refinement,0,15,deflate_top15,hiking_boot,1,3.8516441828233074
refinement,0,15,deflate_top15,hiking_boot,2,5.327787795516567
refinement,0,15,deflate_top15,hiking_boot,3,5.617480822728994
refinement,0,15,deflate_top15,hiking_boot,4,4.8460180721986665
refinement,0,15,deflate_top15,medical_consent,0,4.675168234981127
refinement,0,15,deflate_top15,medical_consent,1,4.748824157808614
refinement,0,15,deflate_top15,medical_consent,2,5.5998852993999835
refinement,0,15,deflate_top15,medical_consent,3,4.49769229100254
refinement,0,15,deflate_top15,medical_consent,4,4.7743811550293715
refinement,0,15,deflate_top15,refugee_shelter,0,4.737752599730185
refinement,0,15,deflate_top15,refugee_shelter,1,5.093359727669471
refinement,0,15,deflate_top15,refugee_shelter,2,5.264277705016835
refinement,0,15,deflate_top15,refugee_shelter,3,5.686194403420002
refinement,0,15,deflate_top15,refugee_shelter,4,5.384400637925504
refinement,0,15,deflate_top15,rescue_drone,0,4.958150766831258
refinement,0,15,deflate_top15,rescue_drone,1,5.686938653999608
refinement,0,15,deflate_top15,rescue_drone,2,5.7296327817069805
refinement,0,15,deflate_top15,rescue_drone,3,5.491010706947208
refinement,0,15,deflate_top15,rescue_drone,4,5.469030047757031
refinement,0,15,deflate_top15,research_university,0,4.221177480711314
refinement,0,15,deflate_top15,research_university,1,5.464434270473384
refinement,0,15,deflate_top15,research_university,2,5.299475941513207
refinement,0,15,deflate_top15,research_university,3,5.655375857088298
refinement,0,15,deflate_top15,research_university,4,5.658666606209184
refinement,0,16,deflate_top16,apartment_building,0,4.093844299319219
refinement,0,16,deflate_top16,apartment_building,1,5.0602032841422515
refinement,0,16,deflate_top16,apartment_building,2,5.7432855186887855
refinement,0,16,deflate_top16,apartment_building,3,4.658874319188216
refinement,0,16,deflate_top16,apartment_building,4,4.467440112447637
refinement,0,16,deflate_top16,emergency_vehicle,0,5.087689078712008
refinement,0,16,deflate_top16,emergency_vehicle,1,4.838043473742522
refinement,0,16,deflate_top16,emergency_vehicle,2,5.333297113573552
refinement,0,16,deflate_top16,emergency_vehicle,3,5.839216316652734
refinement,0,16,deflate_top16,emergency_vehicle,4,5.678720586880371
refinement,0,16,deflate_top16,employment_agreement,0,3.64120900340966
refinement,0,16,deflate_top16,employment_agreement,1,5.193877608104327
refinement,0,16,deflate_top16,employment_agreement,2,5.578963263651236
refinement,0,16,deflate_top16,employment_agreement,3,5.635706183286459
refinement,0,16,deflate_top16,employment_agreement,4,4.7102191494367345
refinement,0,16,deflate_top16,forensic_hospital,0,4.575379696498634
refinement,0,16,deflate_top16,forensic_hospital,1,4.910886928101823
refinement,0,16,deflate_top16,forensic_hospital,2,5.4826319374815595
refinement,0,16,deflate_top16,forensic_hospital,3,5.0076823449851435
refinement,0,16,deflate_top16,forensic_hospital,4,5.530077252561472
refinement,0,16,deflate_top16,graph_database,0,4.6220039218818325
refinement,0,16,deflate_top16,graph_database,1,5.294566646704495
refinement,0,16,deflate_top16,graph_database,2,5.0325159824655925
refinement,0,16,deflate_top16,graph_database,3,4.838007045665037
refinement,0,16,deflate_top16,graph_database,4,5.170533936673242
refinement,0,16,deflate_top16,hiking_boot,0,4.290092304306711
refinement,0,16,deflate_top16,hiking_boot,1,3.9549078478730997
refinement,0,16,deflate_top16,hiking_boot,2,5.38789120510916
refinement,0,16,deflate_top16,hiking_boot,3,5.626496126227076
refinement,0,16,deflate_top16,hiking_boot,4,4.843945976530924
refinement,0,16,deflate_top16,medical_consent,0,4.5835473795111366
refinement,0,16,deflate_top16,medical_consent,1,4.863047115876611
refinement,0,16,deflate_top16,medical_consent,2,5.59138952314887
refinement,0,16,deflate_top16,medical_consent,3,4.4966773321306395
refinement,0,16,deflate_top16,medical_consent,4,4.803424194988841
refinement,0,16,deflate_top16,refugee_shelter,0,4.712315044254908
refinement,0,16,deflate_top16,refugee_shelter,1,5.110543984225162
refinement,0,16,deflate_top16,refugee_shelter,2,5.2553919631929205
refinement,0,16,deflate_top16,refugee_shelter,3,5.706903741888497
refinement,0,16,deflate_top16,refugee_shelter,4,5.406841558585392
refinement,0,16,deflate_top16,rescue_drone,0,4.8980373016015575
refinement,0,16,deflate_top16,rescue_drone,1,5.685641685503888
refinement,0,16,deflate_top16,rescue_drone,2,5.698107781414295
refinement,0,16,deflate_top16,rescue_drone,3,5.528101177598608
refinement,0,16,deflate_top16,rescue_drone,4,5.531946252161414
refinement,0,16,deflate_top16,research_university,0,4.383530651612957
refinement,0,16,deflate_top16,research_university,1,5.577579339684528
refinement,0,16,deflate_top16,research_university,2,5.399359684908694
refinement,0,16,deflate_top16,research_university,3,5.623782645563449
refinement,0,16,deflate_top16,research_university,4,5.700305749200513
refinement,0,17,deflate_top17,apartment_building,0,3.6645095206839864
refinement,0,17,deflate_top17,apartment_building,1,5.052539790045321
refinement,0,17,deflate_top17,apartment_building,2,5.731039488443139
refinement,0,17,deflate_top17,apartment_building,3,4.634631778289045
refinement,0,17,deflate_top17,apartment_building,4,4.445108421212755
refinement,0,17,deflate_top17,emergency_vehicle,0,4.65654903891895
refinement,0,17,deflate_top17,emergency_vehicle,1,4.808221788216996
refinement,0,17,deflate_top17,emergency_vehicle,2,5.30558491719809
refinement,0,17,deflate_top17,emergency_vehicle,3,5.81403272032319
refinement,0,17,deflate_top17,emergency_vehicle,4,5.664057770024988
refinement,0,17,deflate_top17,employment_agreement,0,3.2622567395424857
refinement,0,17,deflate_top17,employment_agreement,1,5.2462899908786484
refinement,0,17,deflate_top17,employment_agreement,2,5.56604399472579
refinement,0,17,deflate_top17,employment_agreement,3,5.599300917453783
refinement,0,17,deflate_top17,employment_agreement,4,4.745358010734101
refinement,0,17,deflate_top17,forensic_hospital,0,4.170751081697819
refinement,0,17,deflate_top17,forensic_hospital,1,4.862691085088545
refinement,0,17,deflate_top17,forensic_hospital,2,5.481801735790449
refinement,0,17,deflate_top17,forensic_hospital,3,4.9718621779037155
refinement,0,17,deflate_top17,forensic_hospital,4,5.504568044170642
refinement,0,17,deflate_top17,graph_database,0,4.286542549195094
refinement,0,17,deflate_top17,graph_database,1,5.290778041976038
refinement,0,17,deflate_top17,graph_database,2,5.038194202398527
refinement,0,17,deflate_top17,graph_database,3,4.8093235013487305
refinement,0,17,deflate_top17,graph_database,4,5.156845672698808
refinement,0,17,deflate_top17,hiking_boot,0,3.9581970699427873
refinement,0,17,deflate_top17,hiking_boot,1,4.2499213769606214
refinement,0,17,deflate_top17,hiking_boot,2,5.765138011261741
refinement,0,17,deflate_top17,hiking_boot,3,5.753081335570601
refinement,0,17,deflate_top17,hiking_boot,4,4.876852264329376
refinement,0,17,deflate_top17,medical_consent,0,4.425301113086865
refinement,0,17,deflate_top17,medical_consent,1,4.8444611576381575
refinement,0,17,deflate_top17,medical_consent,2,5.567450239409505
refinement,0,17,deflate_top17,medical_consent,3,4.504747193596916
refinement,0,17,deflate_top17,medical_consent,4,4.814161959732564
refinement,0,17,deflate_top17,refugee_shelter,0,4.322687615460527
refinement,0,17,deflate_top17,refugee_shelter,1,5.142312006130737
refinement,0,17,deflate_top17,refugee_shelter,2,5.253859560054933
refinement,0,17,deflate_top17,refugee_shelter,3,5.679073155522757
refinement,0,17,deflate_top17,refugee_shelter,4,5.397366905554752
refinement,0,17,deflate_top17,rescue_drone,0,4.491075667587396
refinement,0,17,deflate_top17,rescue_drone,1,5.690585462696528
refinement,0,17,deflate_top17,rescue_drone,2,5.6934760362673265
refinement,0,17,deflate_top17,rescue_drone,3,5.527703007276217
refinement,0,17,deflate_top17,rescue_drone,4,5.518068553385732
refinement,0,17,deflate_top17,research_university,0,3.9732468249662944
refinement,0,17,deflate_top17,research_university,1,5.563707787342324
refinement,0,17,deflate_top17,research_university,2,5.3573179240292355
refinement,0,17,deflate_top17,research_university,3,5.63375287883847
refinement,0,17,deflate_top17,research_university,4,5.694547472844896
refinement,0,18,deflate_top18,apartment_building,0,3.497936344041825
refinement,0,18,deflate_top18,apartment_building,1,5.049568088250588
refinement,0,18,deflate_top18,apartment_building,2,5.708414248166124
refinement,0,18,deflate_top18,apartment_building,3,4.660219723067484
refinement,0,18,deflate_top18,apartment_building,4,4.453712206701967
refinement,0,18,deflate_top18,emergency_vehicle,0,4.476214439291937
refinement,0,18,deflate_top18,emergency_vehicle,1,4.830089199136163
refinement,0,18,deflate_top18,emergency_vehicle,2,5.350677178850514
refinement,0,18,deflate_top18,emergency_vehicle,3,5.832460998492895
refinement,0,18,deflate_top18,emergency_vehicle,4,5.6648180372653
refinement,0,18,deflate_top18,employment_agreement,0,3.135539881074645
refinement,0,18,deflate_top18,employment_agreement,1,5.372201159474895
refinement,0,18,deflate_top18,employment_agreement,2,5.8265274907871785
refinement,0,18,deflate_top18,employment_agreement,3,5.782770245816135
refinement,0,18,deflate_top18,employment_agreement,4,4.781326607484336
refinement,0,18,deflate_top18,forensic_hospital,0,3.982117161915176
refinement,0,18,deflate_top18,forensic_hospital,1,4.856662772156837
refinement,0,18,deflate_top18,forensic_hospital,2,5.483388925231014
refinement,0,18,deflate_top18,forensic_hospital,3,4.971726568477459
refinement,0,18,deflate_top18,forensic_hospital,4,5.508753198563374
refinement,0,18,deflate_top18,graph_database,0,4.141709800877428
refinement,0,18,deflate_top18,graph_database,1,5.287156711892541
refinement,0,18,deflate_top18,graph_database,2,5.032985032394813
refinement,0,18,deflate_top18,graph_database,3,4.8439664880874815
refinement,0,18,deflate_top18,graph_database,4,5.155309894932251
refinement,0,18,deflate_top18,hiking_boot,0,3.8347723427034843
refinement,0,18,deflate_top18,hiking_boot,1,4.633745556110777
refinement,0,18,deflate_top18,hiking_boot,2,5.9561037083815185
refinement,0,18,deflate_top18,hiking_boot,3,5.776582934842654
refinement,0,18,deflate_top18,hiking_boot,4,4.815687060612089
refinement,0,18,deflate_top18,medical_consent,0,4.462228071022712
refinement,0,18,deflate_top18,medical_consent,1,5.519677401303135
refinement,0,18,deflate_top18,medical_consent,2,5.708773333738605
refinement,0,18,deflate_top18,medical_consent,3,4.8077770475358435
refinement,0,18,deflate_top18,medical_consent,4,5.029646701272893
refinement,0,18,deflate_top18,refugee_shelter,0,4.177528934116385
refinement,0,18,deflate_top18,refugee_shelter,1,5.150986776222962
refinement,0,18,deflate_top18,refugee_shelter,2,5.250468519773035
